,id,krankheit
3754,D39.-,Neubildung unsicheren oder unbekannten Verhaltens der weiblichen Genitalorgane
3755,D39.0,Uterus
3756,D39.0,Uterus
3757,D39.1,Ovar
3758,D39.1,Ovar
3759,D39.2,Plazenta
3760,D39.2,Plazenta
3761,D39.7,Sonstige weibliche Genitalorgane
3762,D39.7,Sonstige weibliche Genitalorgane
3763,D39.9,"Weibliches Genitalorgan, nicht näher bezeichnet"
3764,D39.9,"Weibliches Genitalorgan, nicht näher bezeichnet"
3765,D40.-,Neubildung unsicheren oder unbekannten Verhaltens der männlichen Genitalorgane
3766,D40.-,Neubildung unsicheren oder unbekannten Verhaltens der männlichen Genitalorgane
3767,D40.0,Prostata
3768,D40.0,Prostata
3769,D40.1,Hoden
3770,D40.1,Hoden
3771,D40.7,Sonstige männliche Genitalorgane
3772,D40.7,Sonstige männliche Genitalorgane
3773,D40.9,"Männliches Genitalorgan, nicht näher bezeichnet"
3774,D40.9,"Männliches Genitalorgan, nicht näher bezeichnet"
3775,D41.-,Neubildung unsicheren oder unbekannten Verhaltens der Harnorgane
3776,D41.-,Neubildung unsicheren oder unbekannten Verhaltens der Harnorgane
3777,D41.0,Niere
3778,D41.0,Niere
3779,D41.1,Nierenbecken
3780,D41.1,Nierenbecken
3781,D41.2,Ureter
3782,D41.2,Ureter
3783,D41.3,Urethra
3784,D41.3,Urethra
3785,D41.4,Harnblase
3786,D41.4,Harnblase
3787,D41.7,Sonstige Harnorgane
3788,D41.7,Sonstige Harnorgane
3789,D41.9,"Harnorgan, nicht näher bezeichnet"
3790,D41.9,"Harnorgan, nicht näher bezeichnet"
3791,D42.-,Neubildung unsicheren oder unbekannten Verhaltens der Meningen
3792,D42.-,Neubildung unsicheren oder unbekannten Verhaltens der Meningen
3793,D42.0,Hirnhäute
3794,D42.0,Hirnhäute
3795,D42.1,Rä¼ckenmarkhäute
3796,D42.1,Rä¼ckenmarkhäute
3797,D42.9,"Meningen, nicht näher bezeichnet"
3798,D42.9,"Meningen, nicht näher bezeichnet"
3799,D43.-,Neubildung unsicheren oder unbekannten Verhaltens des Gehirns und des Zentralnervensystems
3800,D43.-,Neubildung unsicheren oder unbekannten Verhaltens des Gehirns und des Zentralnervensystems
3801,D43.0,"Gehirn, supratentoriell"
3802,D43.0,"Gehirn, supratentoriell"
3803,D43.1,"Gehirn, infratentoriell"
3804,D43.1,"Gehirn, infratentoriell"
3805,D43.2,"Gehirn, nicht näher bezeichnet"
3806,D43.2,"Gehirn, nicht näher bezeichnet"
3807,D43.3,Hirnnerven
3808,D43.3,Hirnnerven
3809,D43.4,Rä¼ckenmark
3810,D43.4,Rä¼ckenmark
3811,D43.7,Sonstige Teile des Zentralnervensystems
3812,D43.7,Sonstige Teile des Zentralnervensystems
3813,D43.9,"Zentralnervensystem, nicht näher bezeichnet"
3814,D43.9,"Zentralnervensystem, nicht näher bezeichnet"
3815,D44.-,Neubildung unsicheren oder unbekannten Verhaltens der endokrinen Drä¼sen
3816,D44.-,Neubildung unsicheren oder unbekannten Verhaltens der endokrinen Drä¼sen
3817,D44.0,Schilddrä¼se
3818,D44.0,Schilddrä¼se
3819,D44.1,Nebenniere
3820,D44.1,Nebenniere
3821,D44.2,Nebenschilddrä¼se
3822,D44.2,Nebenschilddrä¼se
3823,D44.3,Hypophyse
3824,D44.3,Hypophyse
3825,D44.4,Ductus craniopharyngealis
3826,D44.4,Ductus craniopharyngealis
3827,D44.5,Epiphyse [Glandula pinealis] [Zirbeldrä¼se]
3828,D44.5,Epiphyse [Glandula pinealis] [Zirbeldrä¼se]
3829,D44.6,Glomus caroticum
3830,D44.6,Glomus caroticum
3831,D44.7,Glomus aorticum und sonstige Paraganglien
3832,D44.7,Glomus aorticum und sonstige Paraganglien
3833,D44.8,Beteiligung mehrerer endokriner Drä¼sen
3834,D44.8,Beteiligung mehrerer endokriner Drä¼sen
3835,D44.9,"Endokrine Drä¼se, nicht näher bezeichnet"
3836,D44.9,"Endokrine Drä¼se, nicht näher bezeichnet"
3837,D45,Polycythaemia vera
3838,D45,Polycythaemia vera
3839,D46.-,Myelodysplastische Syndrome
3840,D46.-,Myelodysplastische Syndrome
3841,D46.0,"Refraktäre Anämie ohne Ringsideroblasten, so bezeichnet"
3842,D46.0,"Refraktäre Anämie ohne Ringsideroblasten, so bezeichnet"
3843,D46.1,Refraktäre Anämie mit Ringsideroblasten
3844,D46.1,Refraktäre Anämie mit Ringsideroblasten
3845,D46.2,Refraktäre Anämie mit Blastenä¼berschuss [RAEB]
3846,D46.2,Refraktäre Anämie mit Blastenä¼berschuss [RAEB]
3847,D46.4,"Refraktäre Anämie, nicht näher bezeichnet"
3848,D46.4,"Refraktäre Anämie, nicht näher bezeichnet"
3849,D46.5,Refraktäre Anämie mit Mehrlinien-Dysplasie
3850,D46.5,Refraktäre Anämie mit Mehrlinien-Dysplasie
3851,D46.6,Myelodysplastisches Syndrom mit isolierter del(5q)-Chromosomenanomalie
3852,D46.6,Myelodysplastisches Syndrom mit isolierter del(5q)-Chromosomenanomalie
3853,D46.7,Sonstige myelodysplastische Syndrome
3854,D46.7,Sonstige myelodysplastische Syndrome
3855,D46.9,"Myelodysplastisches Syndrom, nicht näher bezeichnet"
3856,D46.9,"Myelodysplastisches Syndrom, nicht näher bezeichnet"
3857,D47.-,"Sonstige Neubildungen unsicheren oder unbekannten Verhaltens des lymphatischen, blutbildenden und verwandten Gewebes"
3858,D47.-,"Sonstige Neubildungen unsicheren oder unbekannten Verhaltens des lymphatischen, blutbildenden und verwandten Gewebes"
3859,D47.0,Histiozyten- und Mastzelltumor unsicheren oder unbekannten Verhaltens
3860,D47.0,Histiozyten- und Mastzelltumor unsicheren oder unbekannten Verhaltens
3861,D47.1,Chronische myeloproliferative Krankheit
3862,D47.1,Chronische myeloproliferative Krankheit
3863,D47.2,Monoklonale Gammopathie unbestimmter Signifikanz [MGUS]
3864,D47.2,Monoklonale Gammopathie unbestimmter Signifikanz [MGUS]
3865,D47.3,Essentielle (hämorrhagische) Thrombozythämie
3866,D47.3,Essentielle (hämorrhagische) Thrombozythämie
3867,D47.4,Osteomyelofibrose
3868,D47.4,Osteomyelofibrose
3869,D47.5,Chronische Eosinophilen-Leukämie [Hypereosinophiles Syndrom]
3870,D47.5,Chronische Eosinophilen-Leukämie [Hypereosinophiles Syndrom]
3871,D47.7,"Sonstige näher bezeichnete Neubildungen unsicheren oder unbekannten Verhaltens des lymphatischen, blutbildenden und verwandten Gewebes"
3872,D47.7,"Sonstige näher bezeichnete Neubildungen unsicheren oder unbekannten Verhaltens des lymphatischen, blutbildenden und verwandten Gewebes"
3873,D47.9,"Neubildung unsicheren oder unbekannten Verhaltens des lymphatischen, blutbildenden und verwandten Gewebes, nicht näher bezeichnet"
3874,D47.9,"Neubildung unsicheren oder unbekannten Verhaltens des lymphatischen, blutbildenden und verwandten Gewebes, nicht näher bezeichnet"
3875,D48.-,Neubildung unsicheren oder unbekannten Verhaltens an sonstigen und nicht näher bezeichneten Lokalisationen
3876,D48.-,Neubildung unsicheren oder unbekannten Verhaltens an sonstigen und nicht näher bezeichneten Lokalisationen
3877,D48.0,Knochen und Gelenkknorpel
3878,D48.0,Knochen und Gelenkknorpel
3879,D48.1,Bindegewebe und andere Weichteilgewebe
3880,D48.1,Bindegewebe und andere Weichteilgewebe
3881,D48.2,Periphere Nerven und autonomes Nervensystem
3882,D48.2,Periphere Nerven und autonomes Nervensystem
3883,D48.3,Retroperitoneum
3884,D48.3,Retroperitoneum
3885,D48.4,Peritoneum
3886,D48.4,Peritoneum
3887,D48.5,Haut
3888,D48.5,Haut
3889,D48.6,Brustdrä¼se [Mamma]
3890,D48.6,Brustdrä¼se [Mamma]
3891,D48.7,Sonstige näher bezeichnete Lokalisationen
3892,D48.7,Sonstige näher bezeichnete Lokalisationen
3893,D48.9,"Neubildung unsicheren oder unbekannten Verhaltens, nicht näher bezeichnet"
3894,D48.9,"Neubildung unsicheren oder unbekannten Verhaltens, nicht näher bezeichnet"
3895,D50.-,Eisenmangelanämie
3896,D50.-,Eisenmangelanämie
3897,D50.0,Eisenmangelanämie nach Blutverlust (chronisch)
3898,D50.0,Eisenmangelanämie nach Blutverlust (chronisch)
3899,D50.1,Sideropenische Dysphagie
3900,D50.1,Sideropenische Dysphagie
3901,D50.8,Sonstige Eisenmangelanämien
3902,D50.8,Sonstige Eisenmangelanämien
3903,D50.9,"Eisenmangelanämie, nicht näher bezeichnet"
3904,D50.9,"Eisenmangelanämie, nicht näher bezeichnet"
3905,D51.-,Vitamin-B12-Mangelanämie 
3906,D51.-,Vitamin-B12-Mangelanämie 
3907,D51.0,Vitamin-B12-Mangelanämie durch Mangel an Intrinsic-Faktor 
3908,D51.0,Vitamin-B12-Mangelanämie durch Mangel an Intrinsic-Faktor 
3909,D51.1,Vitamin-B12-Mangelanämie durch selektive Vitamin-B12-Malabsorption mit Proteinurie 
3910,D51.1,Vitamin-B12-Mangelanämie durch selektive Vitamin-B12-Malabsorption mit Proteinurie 
3911,D51.2,Transcobalamin-II-Mangel (-Anämie)
3912,D51.2,Transcobalamin-II-Mangel (-Anämie)
3913,D51.3,Sonstige alimentäre Vitamin-B12-Mangelanämie 
3914,D51.3,Sonstige alimentäre Vitamin-B12-Mangelanämie 
3915,D51.8,Sonstige Vitamin-B12-Mangelanämien 
3916,D51.8,Sonstige Vitamin-B12-Mangelanämien 
3917,D51.9,"Vitamin-B12-Mangelanämie, nicht näher bezeichnet "
3918,D51.9,"Vitamin-B12-Mangelanämie, nicht näher bezeichnet "
3919,D52.-,Folsäure-Mangelanämie
3920,D52.-,Folsäure-Mangelanämie
3921,D52.0,Alimentäre Folsäure-Mangelanämie
3922,D52.0,Alimentäre Folsäure-Mangelanämie
3923,D52.1,Arzneimittelinduzierte Folsäure-Mangelanämie
3924,D52.1,Arzneimittelinduzierte Folsäure-Mangelanämie
3925,D52.8,Sonstige Folsäure-Mangelanämien
3926,D52.8,Sonstige Folsäure-Mangelanämien
3927,D52.9,"Folsäure-Mangelanämie, nicht näher bezeichnet"
3928,D52.9,"Folsäure-Mangelanämie, nicht näher bezeichnet"
3929,D53.-,Sonstige alimentäre Anämien
3930,D53.-,Sonstige alimentäre Anämien
3931,D53.0,Eiweiämangelanämie
3932,D53.0,Eiweiämangelanämie
3933,D53.1,"Sonstige megaloblastäre Anämien, anderenorts nicht klassifiziert"
3934,D53.1,"Sonstige megaloblastäre Anämien, anderenorts nicht klassifiziert"
3935,D53.2,Skorbutanämie
3936,D53.2,Skorbutanämie
3937,D53.8,Sonstige näher bezeichnete alimentäre Anämien
3938,D53.8,Sonstige näher bezeichnete alimentäre Anämien
3939,D53.9,"Alimentäre Anämie, nicht näher bezeichnet"
3940,D53.9,"Alimentäre Anämie, nicht näher bezeichnet"
3941,D55.-,Anämie durch Enzymdefekte
3942,D55.-,Anämie durch Enzymdefekte
3943,D55.0,Anämie durch Glukose-6-Phosphat-Dehydrogenase[G6PD]-Mangel
3944,D55.0,Anämie durch Glukose-6-Phosphat-Dehydrogenase[G6PD]-Mangel
3945,D55.1,Anämie durch sonstige Stä¶rungen des Glutathionstoffwechsels
3946,D55.1,Anämie durch sonstige Stä¶rungen des Glutathionstoffwechsels
3947,D55.2,Anämie durch Stä¶rungen glykolytischer Enzyme
3948,D55.2,Anämie durch Stä¶rungen glykolytischer Enzyme
3949,D55.3,Anämie durch Stä¶rungen des Nukleotidstoffwechsels
3950,D55.3,Anämie durch Stä¶rungen des Nukleotidstoffwechsels
3951,D55.8,Sonstige Anämien durch Enzymdefekte
3952,D55.8,Sonstige Anämien durch Enzymdefekte
3953,D55.9,"Anämie durch Enzymdefekte, nicht näher bezeichnet"
3954,D55.9,"Anämie durch Enzymdefekte, nicht näher bezeichnet"
3955,D56.-,Thalassämie
3956,D56.-,Thalassämie
3957,D56.0,Alpha-Thalassämie
3958,D56.0,Alpha-Thalassämie
3959,D56.1,Beta-Thalassämie
3960,D56.1,Beta-Thalassämie
3961,D56.2,Delta-Beta-Thalassämie
3962,D56.2,Delta-Beta-Thalassämie
3963,D56.3,Thalassämie-Erbanlage
3964,D56.3,Thalassämie-Erbanlage
3965,D56.4,Hereditäre Persistenz fetalen Hämoglobins [HPFH]
3966,D56.4,Hereditäre Persistenz fetalen Hämoglobins [HPFH]
3967,D56.8,Sonstige Thalassämien
3968,D56.8,Sonstige Thalassämien
3969,D56.9,"Thalassämie, nicht näher bezeichnet"
3970,D56.9,"Thalassämie, nicht näher bezeichnet"
3971,D57.-,Sichelzellenkrankheiten
3972,D57.-,Sichelzellenkrankheiten
3973,D57.0,Sichelzellenanämie mit Krisen
3974,D57.0,Sichelzellenanämie mit Krisen
3975,D57.1,Sichelzellenanämie ohne Krisen
3976,D57.1,Sichelzellenanämie ohne Krisen
3977,D57.2,Doppelt heterozygote Sichelzellenkrankheiten
3978,D57.2,Doppelt heterozygote Sichelzellenkrankheiten
3979,D57.3,Sichelzellen-Erbanlage
3980,D57.3,Sichelzellen-Erbanlage
3981,D57.8,Sonstige Sichelzellenkrankheiten
3982,D57.8,Sonstige Sichelzellenkrankheiten
3983,D58.-,Sonstige hereditäre hämolytische Anämien
3984,D58.-,Sonstige hereditäre hämolytische Anämien
3985,D58.0,Hereditäre Sphärozytose
3986,D58.0,Hereditäre Sphärozytose
3987,D58.1,Hereditäre Elliptozytose
3988,D58.1,Hereditäre Elliptozytose
3989,D58.2,Sonstige Hämoglobinopathien
3990,D58.2,Sonstige Hämoglobinopathien
3991,D58.8,Sonstige näher bezeichnete hereditäre hämolytische Anämien
3992,D58.8,Sonstige näher bezeichnete hereditäre hämolytische Anämien
3993,D58.9,"Hereditäre hämolytische Anämie, nicht näher bezeichnet"
3994,D58.9,"Hereditäre hämolytische Anämie, nicht näher bezeichnet"
3995,D59.-,Erworbene hämolytische Anämien
3996,D59.-,Erworbene hämolytische Anämien
3997,D59.0,Arzneimittelinduzierte autoimmunhämolytische Anämie
3998,D59.0,Arzneimittelinduzierte autoimmunhämolytische Anämie
3999,D59.1,Sonstige autoimmunhämolytische Anämien
4000,D59.1,Sonstige autoimmunhämolytische Anämien
4001,D59.2,Arzneimittelinduzierte nicht autoimmunhämolytische Anämie
4002,D59.2,Arzneimittelinduzierte nicht autoimmunhämolytische Anämie
4003,D59.3,Hämolytisch-urämisches Syndrom
4004,D59.3,Hämolytisch-urämisches Syndrom
4005,D59.4,Sonstige nicht autoimmunhämolytische Anämien
4006,D59.4,Sonstige nicht autoimmunhämolytische Anämien
4007,D59.5,Paroxysmale nächtliche Hämoglobinurie [Marchiafava-Micheli]
4008,D59.5,Paroxysmale nächtliche Hämoglobinurie [Marchiafava-Micheli]
4009,D59.6,Hämoglobinurie durch Hämolyse infolge sonstiger äuäerer Ursachen
4010,D59.6,Hämoglobinurie durch Hämolyse infolge sonstiger äuäerer Ursachen
4011,D59.8,Sonstige erworbene hämolytische Anämien
4012,D59.8,Sonstige erworbene hämolytische Anämien
4013,D59.9,"Erworbene hämolytische Anämie, nicht näher bezeichnet"
4014,D59.9,"Erworbene hämolytische Anämie, nicht näher bezeichnet"
4015,D60.-,Erworbene isolierte aplastische Anämie [Erythroblastopenie] [pure red cell aplasia]
4016,D60.-,Erworbene isolierte aplastische Anämie [Erythroblastopenie] [pure red cell aplasia]
4017,D60.0,Chronische erworbene isolierte aplastische Anämie
4018,D60.0,Chronische erworbene isolierte aplastische Anämie
4019,D60.1,Transitorische erworbene isolierte aplastische Anämie
4020,D60.1,Transitorische erworbene isolierte aplastische Anämie
4021,D60.8,Sonstige erworbene isolierte aplastische Anämien
4022,D60.8,Sonstige erworbene isolierte aplastische Anämien
4023,D60.9,"Erworbene isolierte aplastische Anämie, nicht näher bezeichnet"
4024,D60.9,"Erworbene isolierte aplastische Anämie, nicht näher bezeichnet"
4025,D61.-,Sonstige aplastische Anämien
4026,D61.-,Sonstige aplastische Anämien
4027,D61.0,Angeborene aplastische Anämie
4028,D61.0,Angeborene aplastische Anämie
4029,D61.1-,Arzneimittelinduzierte aplastische Anämie
4030,D61.1-,Arzneimittelinduzierte aplastische Anämie
4031,D61.10,Aplastische Anämie infolge zytostatischer Therapie
4032,D61.18,Sonstige arzneimittelinduzierte aplastische Anämie
4033,D61.19,"Arzneimittelinduzierte aplastische Anämie, nicht näher bezeichnet"
4034,D61.2,Aplastische Anämie infolge sonstiger äuäerer Ursachen
4035,D61.2,Aplastische Anämie infolge sonstiger äuäerer Ursachen
4036,D61.3,Idiopathische aplastische Anämie
4037,D61.3,Idiopathische aplastische Anämie
4038,D61.8,Sonstige näher bezeichnete aplastische Anämien
4039,D61.8,Sonstige näher bezeichnete aplastische Anämien
4040,D61.9,"Aplastische Anämie, nicht näher bezeichnet"
4041,D61.9,"Aplastische Anämie, nicht näher bezeichnet"
4042,D62,Akute Blutungsanämie
4043,D62,Akute Blutungsanämie
4044,D63.-*,"Anämie bei chronischen, anderenorts klassifizierten Krankheiten"
4045,D63.-*,"Anämie bei chronischen, anderenorts klassifizierten Krankheiten"
4046,D63.0*,Anämie bei Neubildungen  (C00-D48†)
4047,D63.0*,Anämie bei Neubildungen  (C00-D48†)
4048,D63.8*,"Anämie bei sonstigen chronischen, anderenorts klassifizierten Krankheiten"
4049,D63.8*,"Anämie bei sonstigen chronischen, anderenorts klassifizierten Krankheiten"
4050,D64.-,Sonstige Anämien
4051,D64.-,Sonstige Anämien
4052,D64.0,Hereditäre sideroachrestische [sideroblastische] Anämie
4053,D64.0,Hereditäre sideroachrestische [sideroblastische] Anämie
4054,D64.1,Sekundäre sideroachrestische [sideroblastische] Anämie (krankheitsbedingt)
4055,D64.1,Sekundäre sideroachrestische [sideroblastische] Anämie (krankheitsbedingt)
4056,D64.2,Sekundäre sideroachrestische [sideroblastische] Anämie durch Arzneimittel oder Toxine
4057,D64.2,Sekundäre sideroachrestische [sideroblastische] Anämie durch Arzneimittel oder Toxine
4058,D64.3,Sonstige sideroachrestische [sideroblastische] Anämien
4059,D64.3,Sonstige sideroachrestische [sideroblastische] Anämien
4060,D64.4,Kongenitale dyserythropoetische Anämie
4061,D64.4,Kongenitale dyserythropoetische Anämie
4062,D64.8,Sonstige näher bezeichnete Anämien
4063,D64.8,Sonstige näher bezeichnete Anämien
4064,D64.9,"Anämie, nicht näher bezeichnet"
4065,D64.9,"Anämie, nicht näher bezeichnet"
4066,D65.-,Disseminierte intravasale Gerinnung [Defibrinationssyndrom]
4067,D65.-,Disseminierte intravasale Gerinnung [Defibrinationssyndrom]
4068,D65.0,Erworbene Afibrinogenämie
4069,D65.0,Erworbene Afibrinogenämie
4070,D65.1,"Disseminierte intravasale Gerinnung [DIG, DIC]"
4071,D65.1,"Disseminierte intravasale Gerinnung [DIG, DIC]"
4072,D65.2,Erworbene Fibrinolyseblutung
4073,D65.2,Erworbene Fibrinolyseblutung
4074,D65.9,"Defibrinationssyndrom, nicht näher bezeichnet"
4075,D65.9,"Defibrinationssyndrom, nicht näher bezeichnet"
4076,D66,Hereditärer Faktor-VIII-Mangel
4077,D66,Hereditärer Faktor-VIII-Mangel
4078,D67,Hereditärer Faktor-IX-Mangel
4079,D67,Hereditärer Faktor-IX-Mangel
4080,D68.-,Sonstige Koagulopathien
4081,D68.-,Sonstige Koagulopathien
4082,D68.0-,Willebrand-Jä¼rgens-Syndrom
4083,D68.0-,Willebrand-Jä¼rgens-Syndrom
4084,D68.00,Hereditäres Willebrand-Jä¼rgens-Syndrom
4085,D68.01,Erworbenes Willebrand-Jä¼rgens-Syndrom
4086,D68.09,"Willebrand-Jä¼rgens-Syndrom, nicht näher bezeichnet"
4087,D68.1,Hereditärer Faktor-XI-Mangel
4088,D68.1,Hereditärer Faktor-XI-Mangel
4089,D68.2-,Hereditärer Mangel an sonstigen Gerinnungsfaktoren
4090,D68.2-,Hereditärer Mangel an sonstigen Gerinnungsfaktoren
4091,D68.20,Hereditärer Faktor-I-Mangel
4092,D68.21,Hereditärer Faktor-II-Mangel
4093,D68.22,Hereditärer Faktor-V-Mangel
4094,D68.23,Hereditärer Faktor-VII-Mangel
4095,D68.24,Hereditärer Faktor-X-Mangel
4096,D68.25,Hereditärer Faktor-XII-Mangel
4097,D68.26,Hereditärer Faktor-XIII-Mangel
4098,D68.28,Hereditärer Mangel an sonstigen Gerinnungsfaktoren
4099,D68.3-,Hämorrhagische Diathese durch Antikoagulanzien und Antikä¶rper
4100,D68.3-,Hämorrhagische Diathese durch Antikoagulanzien und Antikä¶rper
4101,D68.31,Hämorrhagische Diathese durch Vermehrung von Antikä¶rpern gegen Faktor VIII
4102,D68.32,Hämorrhagische Diathese durch Vermehrung von Antikä¶rpern gegen sonstige Gerinnungsfaktoren
4103,D68.33,Hämorrhagische Diathese durch Cumarine (Vitamin-K-Antagonisten)
4104,D68.34,Hämorrhagische Diathese durch Heparine
4105,D68.35,Hämorrhagische Diathese durch sonstige Antikoagulanzien
4106,D68.38,Sonstige hämorrhagische Diathese durch sonstige und nicht näher bezeichnete Antikä¶rper
4107,D68.4,Erworbener Mangel an Gerinnungsfaktoren
4108,D68.4,Erworbener Mangel an Gerinnungsfaktoren
4109,D68.5,Primäre Thrombophilie
4110,D68.5,Primäre Thrombophilie
4111,D68.6,Sonstige Thrombophilien
4112,D68.6,Sonstige Thrombophilien
4113,D68.8,Sonstige näher bezeichnete Koagulopathien
4114,D68.8,Sonstige näher bezeichnete Koagulopathien
4115,D68.9,"Koagulopathie, nicht näher bezeichnet"
4116,D68.9,"Koagulopathie, nicht näher bezeichnet"
4117,D69.-,Purpura und sonstige hämorrhagische Diathesen
4118,D69.-,Purpura und sonstige hämorrhagische Diathesen
4119,D69.0,Purpura anaphylactoides
4120,D69.0,Purpura anaphylactoides
4121,D69.1,Qualitative Thrombozytendefekte
4122,D69.1,Qualitative Thrombozytendefekte
4123,D69.2,Sonstige nichtthrombozytopenische Purpura
4124,D69.2,Sonstige nichtthrombozytopenische Purpura
4125,D69.3,Idiopathische thrombozytopenische Purpura
4126,D69.3,Idiopathische thrombozytopenische Purpura
4127,D69.4-,Sonstige primäre Thrombozytopenie
4128,D69.4-,Sonstige primäre Thrombozytopenie
4129,D69.40,"Sonstige primäre Thrombozytopenie, als transfusionsrefraktär bezeichnet"
4130,D69.41,"Sonstige primäre Thrombozytopenie, nicht als transfusionsrefraktär bezeichnet"
4131,D69.5-,Sekundäre Thrombozytopenie
4132,D69.5-,Sekundäre Thrombozytopenie
4133,D69.52,Heparin-induzierte Thrombozytopenie Typ I
4134,D69.53,Heparin-induzierte Thrombozytopenie Typ II
4135,D69.57,"Sonstige sekundäre Thrombozytopenien, als transfusionsrefraktär bezeichnet"
4136,D69.58,"Sonstige sekundäre Thrombozytopenien, nicht als transfusionsrefraktär bezeichnet"
4137,D69.59,"Sekundäre Thrombozytopenie, nicht näher bezeichnet"
4138,D69.6-,"Thrombozytopenie, nicht näher bezeichnet"
4139,D69.6-,"Thrombozytopenie, nicht näher bezeichnet"
4140,D69.60,"Thrombozytopenie, nicht näher bezeichnet, als transfusionsrefraktär bezeichnet"
4141,D69.61,"Thrombozytopenie, nicht näher bezeichnet, nicht als transfusionsrefraktär bezeichnet"
4142,D69.8-,Sonstige näher bezeichnete hämorrhagische Diathesen
4143,D69.8-,Sonstige näher bezeichnete hämorrhagische Diathesen
4144,D69.80,Hämorrhagische Diathese durch Thrombozytenaggregationshemmer
4145,D69.88,Sonstige näher bezeichnete hämorrhagische Diathesen
4146,D69.9,"Hämorrhagische Diathese, nicht näher bezeichnet"
4147,D69.9,"Hämorrhagische Diathese, nicht näher bezeichnet"
4148,D70.-,Agranulozytose und Neutropenie
4149,D70.-,Agranulozytose und Neutropenie
4150,D70.0,Angeborene Agranulozytose und Neutropenie
4151,D70.0,Angeborene Agranulozytose und Neutropenie
4152,D70.1-,Arzneimittelinduzierte Agranulozytose und Neutropenie
4153,D70.1-,Arzneimittelinduzierte Agranulozytose und Neutropenie
4154,D70.10,Kritische Phase unter 4 Tage
4155,D70.11,Kritische Phase 10 Tage bis unter 20 Tage
4156,D70.12,Kritische Phase 20 Tage und mehr
4157,D70.13,Kritische Phase 4 Tage bis unter 7 Tage
4158,D70.14,Kritische Phase 7 Tage bis unter 10 Tage
4159,D70.18,Sonstige Verlaufsformen der arzneimittelinduzierten Agranulozytose und Neutropenie
4160,D70.19,"Arzneimittelinduzierte Agranulozytose und Neutropenie, nicht näher bezeichnet"
4161,D70.3,Sonstige Agranulozytose
4162,D70.3,Sonstige Agranulozytose
4163,D70.5,Zyklische Neutropenie
4164,D70.5,Zyklische Neutropenie
4165,D70.6,Sonstige Neutropenie
4166,D70.6,Sonstige Neutropenie
4167,D70.7,"Neutropenie, nicht näher bezeichnet"
4168,D70.7,"Neutropenie, nicht näher bezeichnet"
4169,D71,Funktionelle Stä¶rungen der neutrophilen Granulozyten
4170,D71,Funktionelle Stä¶rungen der neutrophilen Granulozyten
4171,D72.-,Sonstige Krankheiten der Leukozyten
4172,D72.-,Sonstige Krankheiten der Leukozyten
4173,D72.0,Genetisch bedingte Leukozytenanomalien
4174,D72.0,Genetisch bedingte Leukozytenanomalien
4175,D72.1,Eosinophilie
4176,D72.1,Eosinophilie
4177,D72.8,Sonstige näher bezeichnete Krankheiten der Leukozyten
4178,D72.8,Sonstige näher bezeichnete Krankheiten der Leukozyten
4179,D72.9,"Krankheit der Leukozyten, nicht näher bezeichnet"
4180,D72.9,"Krankheit der Leukozyten, nicht näher bezeichnet"
4181,D73.-,Krankheiten der Milz
4182,D73.-,Krankheiten der Milz
4183,D73.0,Hyposplenismus
4184,D73.0,Hyposplenismus
4185,D73.1,Hypersplenismus
4186,D73.1,Hypersplenismus
4187,D73.2,Chronisch-kongestive Splenomegalie
4188,D73.2,Chronisch-kongestive Splenomegalie
4189,D73.3,Abszess der Milz
4190,D73.3,Abszess der Milz
4191,D73.4,Zyste der Milz
4192,D73.4,Zyste der Milz
4193,D73.5,Infarzierung der Milz
4194,D73.5,Infarzierung der Milz
4195,D73.8,Sonstige Krankheiten der Milz
4196,D73.8,Sonstige Krankheiten der Milz
4197,D73.9,"Krankheit der Milz, nicht näher bezeichnet"
4198,D73.9,"Krankheit der Milz, nicht näher bezeichnet"
4199,D74.-,Methämoglobinämie
4200,D74.-,Methämoglobinämie
4201,D74.0,Angeborene Methämoglobinämie
4202,D74.0,Angeborene Methämoglobinämie
4203,D74.8,Sonstige Methämoglobinämien
4204,D74.8,Sonstige Methämoglobinämien
4205,D74.9,"Methämoglobinämie, nicht näher bezeichnet"
4206,D74.9,"Methämoglobinämie, nicht näher bezeichnet"
4207,D75.-,Sonstige Krankheiten des Blutes und der blutbildenden Organe
4208,D75.-,Sonstige Krankheiten des Blutes und der blutbildenden Organe
4209,D75.0,Familiäre Erythrozytose
4210,D75.0,Familiäre Erythrozytose
4211,D75.1,Sekundäre Polyglobulie [Polyzythämie]
4212,D75.1,Sekundäre Polyglobulie [Polyzythämie]
4213,D75.8,Sonstige näher bezeichnete Krankheiten des Blutes und der blutbildenden Organe
4214,D75.8,Sonstige näher bezeichnete Krankheiten des Blutes und der blutbildenden Organe
4215,D75.9,"Krankheit des Blutes und der blutbildenden Organe, nicht näher bezeichnet"
4216,D75.9,"Krankheit des Blutes und der blutbildenden Organe, nicht näher bezeichnet"
4217,D76.-,Sonstige näher bezeichnete Krankheiten mit Beteiligung des lymphoretikulären Gewebes und des retikulohistiozytären Systems
4218,D76.-,Sonstige näher bezeichnete Krankheiten mit Beteiligung des lymphoretikulären Gewebes und des retikulohistiozytären Systems
4219,D76.1,Hämophagozytäre Lymphohistiozytose
4220,D76.1,Hämophagozytäre Lymphohistiozytose
4221,D76.2,Hämophagozytäres Syndrom bei Infektionen
